JC152257,01/16/2019 09:00:00 AM,016XX W 102ND ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,N,Y,2213,19,26,1167228,1836996,41.708266935,-87.663210549,"(41.708266935, -87.663210549)"
JC115794,01/13/2019 06:40:00 PM,028XX E 104TH ST,031A,ROBBERY,ARMED: HANDGUN,STREET,N,N,434,10,03,1196515,1836561,41.706397783,-87.555975609,"(41.706397783, -87.555975609)"
JC154855,01/13/2019 11:56:00 AM,008XX N CLARK ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,N,N,1832,2,26,,,,,
JC154573,01/10/2019 09:15:00 AM,102XX S GREEN ST,0890,THEFT,FROM BUILDING,APARTMENT,N,N,2232,34,06,,,,,
JC120200,01/15/2019 01:25:00 PM,020XX N ORCHARD ST,0890,THEFT,FROM BUILDING,"SCHOOL, PRIVATE, BUILDING",N,N,1812,43,06,1171278,1913694,41.918646522,-87.64613311,"(41.918646522, -87.64613311)"
JC128061,01/15/2019 08:00:00 AM,020XX N CLARK ST,0820,THEFT,$500 AND UNDER,STREET,N,N,1814,43,06,1173986,1913691,41.918578314,-87.636183854,"(41.918578314, -87.636183854)"
JC114717,01/12/2019 02:35:00 PM,014XX N HALSTED ST,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),N,N,1822,27,06,1170748,1909783,41.907926167,-87.64819515,"(41.907926167, -87.64819515)"
JC132256,01/28/2019 10:34:39 AM,038XX W JACKSON BLVD,2025,NARCOTICS,POSS: HALLUCINOGENS,RESIDENCE,Y,N,1133,28,18,1150874,1898414,41.877140857,-87.721499862,"(41.877140857, -87.721499862)"
JC152212,01/15/2019 07:00:00 PM,113XX S HARVARD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,522,34,14,1175978,1829738,41.688158594,-87.631384193,"(41.688158594, -87.631384193)"
JC116662,01/13/2019 02:00:00 PM,020XX N CLARK ST,0820,THEFT,$500 AND UNDER,STREET,N,N,1814,43,06,1173986,1913691,41.918578314,-87.636183854,"(41.918578314, -87.636183854)"
JC155635,01/12/2019 08:00:00 PM,014XX N SEDGWICK ST,0560,ASSAULT,SIMPLE,APARTMENT,N,N,1821,27,08A,,,,,
JC152062,01/24/2019 12:00:00 PM,105XX S INDIANAPOLIS AVE,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,GROCERY FOOD STORE,N,N,432,10,10,1204806,1835681,41.703773605,-87.525645351,"(41.703773605, -87.525645351)"
JC154915,01/19/2019 02:00:00 PM,023XX N ELSTON AVE,1206,DECEPTIVE PRACTICE,"THEFT BY LESSEE,MOTOR VEH",COMMERCIAL / BUSINESS OFFICE,N,N,1432,32,11,,,,,
JC154749,01/09/2019 10:00:00 AM,005XX E 90TH ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,N,N,633,9,26,,,,,
JC152229,01/25/2019 05:00:00 PM,050XX S TALMAN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,N,N,923,14,14,1159559,1871085,41.801972702,-87.690362114,"(41.801972702, -87.690362114)"
JC133158,01/29/2019 01:10:00 AM,077XX S KINGSTON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,N,421,7,08B,1194536,1854063,41.754473622,-87.562648619,"(41.754473622, -87.562648619)"
JC152512,01/27/2019 05:14:00 PM,061XX W 64TH ST,0583,STALKING,CYBERSTALKING,OTHER,N,N,812,13,08A,1136646,1861456,41.775988614,-87.774624211,"(41.775988614, -87.774624211)"
JC153217,01/30/2019 12:01:00 AM,003XX E 90TH ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,N,Y,633,9,26,1179769,1845375,41.730982992,-87.617029522,"(41.730982992, -87.617029522)"
JC119224,01/06/2019 10:00:00 PM,026XX W 61ST ST,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,N,Y,825,16,02,1159623,1864101,41.782806351,-87.690318973,"(41.782806351, -87.690318973)"
JC115785,01/13/2019 07:30:00 PM,046XX N CLARK ST,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,Y,N,1913,46,26,1165499,1930878,41.965925388,-87.66687471,"(41.965925388, -87.66687471)"
JC118983,01/11/2019 01:18:00 PM,0000X E MADISON ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,COMMERCIAL / BUSINESS OFFICE,N,N,112,42,11,1176978,1900419,41.882092063,-87.625593389,"(41.882092063, -87.625593389)"
JC114316,01/12/2019 02:50:00 PM,0000X E OHIO ST,0890,THEFT,FROM BUILDING,HOTEL/MOTEL,N,N,1834,42,06,1176468,1904201,41.8924816,-87.627351831,"(41.8924816, -87.627351831)"
JC118214,01/14/2019 06:50:00 AM,0000X W C1 ST,0870,THEFT,POCKET-PICKING,AIRCRAFT,N,N,1651,41,06,,,,,
JC116057,01/14/2019 04:50:00 AM,0000X E CHICAGO AVE,0560,ASSAULT,SIMPLE,RESTAURANT,N,N,1833,42,08A,1176365,1905732,41.896685066,-87.627683859,"(41.896685066, -87.627683859)"
JC116615,01/14/2019 11:05:00 AM,053XX W NORTH AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,N,N,2532,37,26,1140655,1910122,41.909462799,-87.758733656,"(41.909462799, -87.758733656)"
JC121845,01/01/2019 12:00:00 PM,024XX E 78TH ST,0820,THEFT,$500 AND UNDER,RESIDENCE,N,Y,421,7,06,1193994,1853728,41.753567662,-87.564645811,"(41.753567662, -87.564645811)"
JC118472,01/15/2019 11:07:00 PM,101XX S GREEN ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,2232,34,14,1172441,1837504,41.709548053,-87.644105331,"(41.709548053, -87.644105331)"
JC113676,01/12/2019 01:03:00 AM,002XX W 63RD ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,CTA PLATFORM,Y,N,711,20,08B,1175827,1863196,41.779975054,-87.630937377,"(41.779975054, -87.630937377)"
JC115187,01/13/2019 09:40:00 AM,011XX N CLARK ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1824,2,06,1175324,1908199,41.903478069,-87.631433102,"(41.903478069, -87.631433102)"
JC119834,01/16/2019 11:30:00 PM,087XX S STONY ISLAND AVE,0460,BATTERY,SIMPLE,STREET,N,N,412,8,08B,1188320,1847443,41.736458248,-87.585638764,"(41.736458248, -87.585638764)"
JC116887,01/14/2019 04:50:00 PM,066XX N WESTERN AVE,0460,BATTERY,SIMPLE,OTHER,Y,N,2412,50,08B,1159115,1943911,42.001822361,-87.689987495,"(42.001822361, -87.689987495)"
JC114971,01/12/2019 10:46:00 PM,004XX N PARK DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,N,1834,42,08B,1178582,1903456,41.890389293,-87.619610833,"(41.890389293, -87.619610833)"
JC118247,01/15/2019 10:45:00 AM,006XX W WASHINGTON BLVD,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),N,N,121,42,06,1171824,1900768,41.883164818,-87.644508395,"(41.883164818, -87.644508395)"
JC117264,01/14/2019 11:30:00 PM,092XX S WOODLAWN AVE,0810,THEFT,OVER $500,STREET,N,Y,413,8,06,1185822,1843951,41.726935009,-87.594900239,"(41.726935009, -87.594900239)"
JC117872,01/15/2019 02:12:00 PM,055XX S HONORE ST,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,Y,N,715,15,18,1164965,1867858,41.793004741,-87.670627321,"(41.793004741, -87.670627321)"
JC115280,01/13/2019 10:25:00 AM,068XX S WABASH AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,APARTMENT,Y,N,322,6,15,1177907,1859629,41.770139955,-87.623419798,"(41.770139955, -87.623419798)"
JC118557,01/16/2019 03:21:00 AM,002XX S HAMLIN BLVD,2028,NARCOTICS,POSS: SYNTHETIC DRUGS,STREET,Y,N,1122,28,18,1151106,1898646,41.877772949,-87.720641937,"(41.877772949, -87.720641937)"
JC119728,01/16/2019 09:00:00 PM,003XX W 79TH ST,0820,THEFT,$500 AND UNDER,STREET,N,N,623,17,06,1175198,1852557,41.750794483,-87.633560686,"(41.750794483, -87.633560686)"
JC119709,01/16/2019 07:46:00 PM,003XX E 131ST PL,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,N,Y,533,9,26,1180579,1818228,41.656469322,-87.614891712,"(41.656469322, -87.614891712)"
JC113456,01/11/2019 03:00:00 PM,065XX S ST LAWRENCE AVE,0810,THEFT,OVER $500,APARTMENT,N,N,321,20,06,1181359,1861758,41.775903255,-87.610700744,"(41.775903255, -87.610700744)"
JC116816,01/14/2019 03:15:00 PM,019XX N WESTERN AVE,0810,THEFT,OVER $500,CTA TRAIN,N,N,1434,1,06,1160062,1912639,41.915990756,-87.687370839,"(41.915990756, -87.687370839)"
JC117539,01/15/2019 09:30:00 AM,015XX S RIDGEWAY AVE,0460,BATTERY,SIMPLE,RESIDENCE,N,N,1014,24,08B,1151628,1892175,41.860005552,-87.71889534,"(41.860005552, -87.71889534)"
JC119485,01/15/2019 10:00:00 AM,045XX S MICHIGAN AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,N,N,215,3,11,1177914,1875105,41.812607444,-87.622925375,"(41.812607444, -87.622925375)"
JC113904,01/12/2019 09:00:00 AM,070XX S NORMAL BLVD,031A,ROBBERY,ARMED: HANDGUN,RESIDENTIAL YARD (FRONT/BACK),N,N,732,6,03,1174163,1858316,41.766620914,-87.637182633,"(41.766620914, -87.637182633)"
JC117625,01/15/2019 11:12:00 AM,017XX W WASECA PL,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,2234,34,14,1166916,1829983,41.68902876,-87.664552538,"(41.68902876, -87.664552538)"
JC116159,01/14/2019 07:50:00 AM,038XX S DR MARTIN LUTHER KING JR DR,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,Y,N,212,4,06,1179489,1879516,41.824675709,-87.617013434,"(41.824675709, -87.617013434)"
JC119160,01/16/2019 03:04:00 PM,021XX S WABASH AVE,0460,BATTERY,SIMPLE,RESTAURANT,N,N,131,3,08B,1177085,1890045,41.853622744,-87.625514585,"(41.853622744, -87.625514585)"
JC116572,01/12/2019 11:06:00 AM,075XX S STONY ISLAND AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,OTHER,N,N,411,8,11,1188125,1855104,41.757485413,-87.586109433,"(41.757485413, -87.586109433)"
JC116731,01/14/2019 10:00:00 AM,032XX N KENMORE AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,N,N,1924,44,05,1168709,1921644,41.940517817,-87.655340819,"(41.940517817, -87.655340819)"
JC116863,01/14/2019 11:45:00 AM,025XX W LAWRENCE AVE,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),N,N,2031,40,06,1158622,1931795,41.968585685,-87.692134876,"(41.968585685, -87.692134876)"
JC117579,01/13/2019 10:37:00 AM,072XX S HALSTED ST,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,Y,N,733,6,16,1172219,1856867,41.762687635,-87.644350659,"(41.762687635, -87.644350659)"
JC114231,01/12/2019 01:25:00 PM,013XX S KEELER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,1011,24,08B,1148596,1893516,41.863744423,-87.729990498,"(41.863744423, -87.729990498)"
JC116828,01/14/2019 12:30:00 PM,019XX W 65TH ST,0560,ASSAULT,SIMPLE,APARTMENT,N,N,726,15,08A,1164382,1861554,41.775718064,-87.672942665,"(41.775718064, -87.672942665)"
JC117192,01/14/2019 01:00:00 AM,054XX N CHRISTIANA AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,N,N,1712,39,15,1153073,1935853,41.979833222,-87.712430263,"(41.979833222, -87.712430263)"
JC117013,01/14/2019 02:40:00 PM,049XX N CLAREMONT AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,2031,40,07,1159802,1932681,41.970992597,-87.687771513,"(41.970992597, -87.687771513)"
JC119189,01/16/2019 10:00:00 AM,012XX W HASTINGS ST,0620,BURGLARY,UNLAWFUL ENTRY,CHA APARTMENT,N,N,1233,25,05,1168156,1893868,41.86431068,-87.658176719,"(41.86431068, -87.658176719)"
JC115010,01/13/2019 02:05:00 AM,065XX S PEORIA ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,723,6,08B,1171431,1861479,41.775360809,-87.647103931,"(41.775360809, -87.647103931)"
JC115467,01/13/2019 11:15:00 AM,025XX W 66TH ST,0820,THEFT,$500 AND UNDER,STREET,N,N,832,16,06,1160606,1860807,41.773746927,-87.68680577,"(41.773746927, -87.68680577)"
JC119031,01/07/2019 12:30:00 PM,086XX S CHAPPEL AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,N,N,412,8,11,1191347,1848028,41.737990843,-87.574530136,"(41.737990843, -87.574530136)"
JC117467,01/15/2019 08:40:00 AM,101XX S WALLACE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,2232,9,08B,1174093,1837610,41.709802487,-87.638052363,"(41.709802487, -87.638052363)"
JC116069,01/13/2019 03:00:00 PM,128XX S MORGAN ST,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,N,N,523,34,26,1172016,1819529,41.660231074,-87.646186779,"(41.660231074, -87.646186779)"
JC119759,01/16/2019 10:15:00 PM,078XX S LOOMIS BLVD,2027,NARCOTICS,POSS: CRACK,VEHICLE NON-COMMERCIAL,Y,N,612,17,18,1168357,1852825,41.751679858,-87.658621689,"(41.751679858, -87.658621689)"
JC114918,01/12/2019 10:49:00 PM,062XX S FRANCISCO AVE,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,N,N,823,16,09,1158118,1863169,41.780279562,-87.695862137,"(41.780279562, -87.695862137)"
JC116380,01/14/2019 10:51:00 AM,092XX S MERRILL AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,ALLEY,Y,N,413,7,04A,1192120,1844080,41.727138424,-87.571826079,"(41.727138424, -87.571826079)"
JC118656,01/15/2019 08:00:00 PM,013XX W FILLMORE ST,0820,THEFT,$500 AND UNDER,STREET,N,N,1231,28,06,1167597,1895417,41.868573309,-87.660184197,"(41.868573309, -87.660184197)"
JC103867,01/03/2019 11:23:00 PM,026XX S CHRISTIANA AVE,2022,NARCOTICS,POSS: COCAINE,STREET,Y,N,1032,12,18,1154455,1886339,41.843934905,-87.708673962,"(41.843934905, -87.708673962)"
JC101640,01/02/2019 08:00:00 AM,105XX S INDIANAPOLIS AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESTAURANT,N,N,432,10,26,1204873,1835598,41.703544122,-87.525402868,"(41.703544122, -87.525402868)"
JC101290,01/01/2019 11:33:00 PM,026XX N HOYNE AVE,1460,WEAPONS VIOLATION,POSS FIREARM/AMMO:NO FOID CARD,STREET,Y,N,1931,1,15,1162365,1917575,41.929487555,-87.67877134,"(41.929487555, -87.67877134)"
JC102429,01/02/2019 09:00:00 PM,013XX W 89TH ST,051A,ASSAULT,AGGRAVATED: HANDGUN,RESIDENTIAL YARD (FRONT/BACK),N,N,2222,21,04A,1169008,1845788,41.73235531,-87.656438918,"(41.73235531, -87.656438918)"
JC102152,01/02/2019 05:20:00 PM,023XX N KENMORE AVE,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,COLLEGE/UNIVERSITY RESIDENCE HALL,Y,N,1811,43,18,1168905,1915778,41.924416977,-87.654791085,"(41.924416977, -87.654791085)"
JC102379,01/02/2019 08:31:00 PM,054XX S SPAULDING AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,Y,N,822,14,18,1155308,1868274,41.794345127,-87.706027593,"(41.794345127, -87.706027593)"
JC101242,01/01/2019 10:31:00 PM,009XX S LAWNDALE AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,N,Y,1133,24,26,1151870,1895711,41.869703985,-87.71791397,"(41.869703985, -87.71791397)"
JC102961,01/03/2019 11:30:00 AM,062XX S INDIANA AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,N,311,20,05,1178641,1863698,41.781289054,-87.620605666,"(41.781289054, -87.620605666)"
JC102822,01/03/2019 10:10:00 AM,050XX W DIVISION ST,2024,NARCOTICS,POSS: HEROIN(WHITE),ALLEY,Y,N,1531,37,18,1142665,1907524,41.90229641,-87.751414441,"(41.90229641, -87.751414441)"
JC102185,01/01/2019 05:00:00 AM,017XX W HARRISON ST,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,OTHER,N,N,1231,27,02,1164672,1897413,41.874112944,-87.670865933,"(41.874112944, -87.670865933)"
JC104651,01/03/2019 11:50:00 AM,0000X W WASHINGTON ST,0560,ASSAULT,SIMPLE,OTHER,N,N,112,42,08A,1175732,1900816,41.88320956,-87.630156699,"(41.88320956, -87.630156699)"
JC104009,01/03/2019 06:00:00 PM,055XX S CICERO AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,813,23,06,1145596,1867494,41.792393636,-87.741661344,"(41.792393636, -87.741661344)"
JC102140,01/02/2019 05:37:00 PM,076XX S SOUTH CHICAGO AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,N,N,411,5,07,1186357,1854748,41.756550472,-87.592600053,"(41.756550472, -87.592600053)"
JC101085,01/01/2019 12:15:00 PM,085XX S KOLMAR AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,N,N,834,18,26,1147587,1847442,41.737329686,-87.734872105,"(41.737329686, -87.734872105)"
JC102341,01/02/2019 06:02:00 PM,021XX W WASHINGTON BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,1223,27,14,1162176,1900666,41.883091959,-87.679939156,"(41.883091959, -87.679939156)"
JC103409,01/02/2019 09:00:00 PM,092XX S PRINCETON AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,N,N,634,21,11,1176291,1843775,41.726671103,-87.629818502,"(41.726671103, -87.629818502)"
JC102629,01/03/2019 06:45:00 AM,094XX S PEORIA ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,2223,21,14,1171975,1842249,41.72257925,-87.645673097,"(41.72257925, -87.645673097)"
JC100363,01/01/2019 06:00:00 AM,028XX W POLK ST,0460,BATTERY,SIMPLE,STREET,N,N,1135,28,08B,1157593,1896245,41.871054822,-87.696888584,"(41.871054822, -87.696888584)"
JC101279,01/01/2019 11:40:00 PM,023XX W CHICAGO AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,RESTAURANT,N,N,1212,1,04A,1160571,1905271,41.895761856,-87.685705175,"(41.895761856, -87.685705175)"
JC102468,01/02/2019 10:15:00 PM,067XX S CORNELL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,332,5,08B,1188365,1860569,41.772476122,-87.585055646,"(41.772476122, -87.585055646)"
JC108290,01/02/2019 04:45:00 PM,093XX S HAMILTON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,DRIVEWAY - RESIDENTIAL,N,N,2221,19,14,1163666,1842696,41.723983994,-87.676095532,"(41.723983994, -87.676095532)"
JC100227,01/01/2019 03:25:00 AM,045XX S LAMON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,814,22,08B,1144452,1874188,41.810784565,-87.745688479,"(41.810784565, -87.745688479)"
JC102388,01/02/2019 07:11:00 PM,082XX S HALSTED ST,1479,CONCEALED CARRY LICENSE VIOLATION,ARMED WHILE UNDER THE INFLUENCE,VEHICLE-COMMERCIAL,Y,N,622,21,15,1172408,1850141,41.744226478,-87.643855503,"(41.744226478, -87.643855503)"
JC101010,01/01/2019 02:00:00 AM,038XX N LINCOLN AVE,0460,BATTERY,SIMPLE,OTHER,N,N,1922,47,08B,1162732,1925750,41.951912521,-87.677192781,"(41.951912521, -87.677192781)"
JC100002,01/01/2019 12:02:00 AM,061XX S EBERHART AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,Y,N,313,20,15,1180637,1864382,41.783120383,-87.613266958,"(41.783120383, -87.613266958)"
JC100515,01/01/2019 11:00:00 AM,078XX S PHILLIPS AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,APARTMENT,N,N,421,7,04B,1193889,1853458,41.752829334,-87.565039426,"(41.752829334, -87.565039426)"
JC103302,01/03/2019 03:33:00 PM,006XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1834,42,06,1177327,1904307,41.892753031,-87.624193896,"(41.892753031, -87.624193896)"
JC100191,01/01/2019 02:20:00 AM,017XX N NEWCASTLE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,Y,N,2513,29,15,1130486,1910888,41.911745659,-87.796073195,"(41.911745659, -87.796073195)"
JC100109,01/01/2019 12:57:00 AM,039XX N KEELER AVE,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,RESIDENCE PORCH/HALLWAY,Y,N,1731,45,24,1147701,1925886,41.952588198,-87.732443591,"(41.952588198, -87.732443591)"
JC102380,01/02/2019 08:45:00 PM,051XX W GRAND AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,N,N,2522,36,03,1141617,1912831,41.916878854,-87.75513255,"(41.916878854, -87.75513255)"
JC103885,01/03/2019 11:33:00 PM,026XX S KEELER AVE,502R,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,Y,N,1031,22,26,1148810,1886181,41.843612132,-87.729394293,"(41.843612132, -87.729394293)"
JC102529,01/03/2019 12:45:00 AM,001XX S MORGAN ST,033A,ROBBERY,ATTEMPT: ARMED-HANDGUN,STREET,N,N,1232,25,03,1169798,1899632,41.880091936,-87.65198105,"(41.880091936, -87.65198105)"
JC100634,01/01/2019 11:58:00 AM,089XX S LANGLEY AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,633,6,06,1182459,1846036,41.732734999,-87.60715476,"(41.732734999, -87.60715476)"
JC104272,01/03/2019 03:00:00 AM,002XX S CANAL ST,0880,THEFT,PURSE-SNATCHING,STREET,N,N,121,42,06,1173178,1899203,41.878840427,-87.639582928,"(41.878840427, -87.639582928)"
JC101735,01/02/2019 12:22:00 PM,119XX S MICHIGAN AVE,502R,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,Y,N,532,9,26,1178982,1825961,41.677726252,-87.620501252,"(41.677726252, -87.620501252)"
JC103476,01/03/2019 08:20:00 AM,049XX S WESTERN AVE,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),N,N,922,15,06,1161186,1872062,41.80462016,-87.684368169,"(41.80462016, -87.684368169)"
JC100228,01/01/2019 03:34:00 AM,015XX E 79TH ST,0460,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),Y,N,411,5,08B,1188011,1852919,41.751492287,-87.586596725,"(41.751492287, -87.586596725)"
JC102869,01/03/2019 10:48:00 AM,025XX N CENTRAL AVE,0557,ASSAULT,AGG PRO.EMP:KNIFE/CUTTING INST,GROCERY FOOD STORE,N,N,2515,30,04A,1138618,1916230,41.926261042,-87.766068398,"(41.926261042, -87.766068398)"
