Date	Latitude	Longitude	Type
01/01/2019 12:45:00 AM	41.762247802	-87.672248767	CRIM SEXUAL ASSAULT
01/01/2019 12:45:00 AM	41.920356292	-87.700084328	CRIMINAL DAMAGE
01/01/2019 03:30:00 AM	41.801634875	-87.616147829	ASSAULT
01/01/2019 06:39:00 PM	41.881104924	-87.737946342	OTHER OFFENSE
01/03/2019 12:31:00 AM	41.769916749	-87.663954978	CRIMINAL DAMAGE
01/01/2019 05:35:00 AM	41.87992623	-87.627721389	BURGLARY
01/01/2019 04:00:00 PM	41.882389156	-87.624374606	THEFT
01/03/2019 05:45:00 PM	41.78740481	-87.623060683	THEFT
01/02/2019 11:00:00 PM	41.890389116	-87.628021263	THEFT
01/02/2019 04:19:00 AM	41.909689853	-87.661519477	CRIMINAL TRESPASS
01/01/2019 02:02:00 AM	41.784267283	-87.663120076	ASSAULT
01/03/2019 04:17:00 AM	41.98566676	-87.713837489	THEFT
01/03/2019 09:00:00 PM	41.826243415	-87.675395577	ASSAULT
01/02/2019 02:45:00 PM	41.880655171	-87.731685867	CRIMINAL DAMAGE
01/01/2019 08:00:00 PM	41.828312991	-87.626497936	THEFT
01/02/2019 04:48:00 AM	41.650987156	-87.54592485	BATTERY
01/01/2019 05:08:00 PM	41.706523424	-87.60575787	BATTERY
01/03/2019 08:24:00 PM	41.896106062	-87.72610114	BATTERY
01/02/2019 12:38:00 PM	41.884792236	-87.757673107	NARCOTICS
01/03/2019 10:27:00 PM	41.853868895	-87.737024414	PUBLIC PEACE VIOLATION
01/02/2019 10:20:00 AM	41.966613194	-87.71018327	THEFT
01/03/2019 04:30:00 PM	41.677298949	-87.628643334	BATTERY
01/01/2019 10:00:00 AM	41.80529588	-87.717379049	CRIMINAL DAMAGE
01/01/2019 05:30:00 AM	41.790463096	-87.622359535	BATTERY
01/03/2019 09:00:00 PM	41.986403481	-87.658102009	ROBBERY
01/02/2019 07:10:00 PM	41.771222423	-87.735499305	BATTERY
01/01/2019 05:24:00 AM	41.858314988	-87.712751841	BATTERY
01/01/2019 02:24:00 PM	41.936235071	-87.738176254	BATTERY
01/03/2019 03:00:00 AM	41.725803425	-87.662786572	CRIMINAL DAMAGE
01/03/2019 01:37:00 PM	41.750154295	-87.661008708	OTHER OFFENSE
01/01/2019 01:20:00 AM	41.815617293	-87.689877159	WEAPONS VIOLATION
01/01/2019 11:00:00 PM	41.739739031	-87.602481103	THEFT
01/01/2019 10:40:00 AM	41.880425216	-87.750959284	BATTERY
01/01/2019 09:30:00 AM	41.920899379	-87.769525766	THEFT
01/01/2019 03:51:00 PM	41.750465378	-87.602733243	CRIMINAL DAMAGE
01/01/2019 06:36:00 PM	41.902365801	-87.716854733	CRIMINAL TRESPASS
01/02/2019 04:15:00 PM	41.807607635	-87.688079327	BURGLARY
01/03/2019 05:00:00 AM	41.673394743	-87.626123702	BURGLARY
01/03/2019 11:39:00 AM	41.663927193	-87.619976415	NARCOTICS
01/01/2019 03:50:00 AM	41.886039903	-87.624521539	CRIMINAL DAMAGE
01/03/2019 09:30:00 AM	41.944587724	-87.761792754	ASSAULT
01/02/2019 03:30:00 AM	41.910572729	-87.671785941	BURGLARY
01/02/2019 03:00:00 PM	41.758774136	-87.58509756	BATTERY
01/03/2019 01:40:00 PM	41.754609006	-87.578494109	THEFT
01/01/2019 08:10:00 PM	41.881907192	-87.704654089	BATTERY
01/01/2019 05:03:00 AM	41.93555113	-87.789504185	BATTERY
01/01/2019 04:50:00 PM	41.728744634	-87.599788539	CRIMINAL DAMAGE
01/02/2019 05:30:00 PM	41.977464942	-87.837700585	BATTERY
01/03/2019 10:10:00 PM	41.750466105	-87.622980632	OTHER OFFENSE
01/02/2019 06:00:00 AM	41.886428441	-87.725832892	ASSAULT
01/03/2019 08:42:00 AM	41.879313819	-87.639357485	BATTERY
01/02/2019 09:35:00 PM	41.659368402	-87.597703677	WEAPONS VIOLATION
01/01/2019 07:00:00 AM	41.962106905	-87.71316862	ASSAULT
01/02/2019 03:25:00 AM	41.793686636	-87.694104755	THEFT
01/02/2019 04:30:00 PM	41.729154867	-87.554536327	THEFT
01/02/2019 01:30:00 PM	41.918905172	-87.690802653	THEFT
01/03/2019 10:50:00 AM	41.794447067	-87.728099481	THEFT
01/03/2019 04:30:00 PM	41.736854553	-87.590041852	THEFT
01/01/2019 03:30:00 AM	41.739233685	-87.614600176	BATTERY
01/01/2019 08:11:00 PM	41.89005498	-87.628575838	THEFT
01/03/2019 03:10:00 PM	41.773955957	-87.73553991	BATTERY
01/03/2019 04:00:00 AM	41.740984844	-87.614646604	THEFT
01/02/2019 07:44:00 PM	41.87796215	-87.702368399	OTHER OFFENSE
01/02/2019 08:00:00 PM	41.711653724	-87.624829161	ASSAULT
01/01/2019 04:30:00 PM	41.80488058	-87.673717939	MOTOR VEHICLE THEFT
01/03/2019 04:00:00 AM	41.721469963	-87.642373534	CRIMINAL DAMAGE
01/02/2019 12:25:00 PM	41.90352381	-87.66674162	THEFT
01/03/2019 03:56:00 AM	41.768064415	-87.620180218	BATTERY
01/02/2019 06:05:00 PM	41.909240284	-87.65274758	THEFT
01/01/2019 01:45:00 PM	41.767869148	-87.587271934	THEFT
01/01/2019 08:30:00 PM	41.901577567	-87.664282372	THEFT
01/02/2019 08:15:00 PM	41.771520589	-87.583292464	CRIMINAL TRESPASS
01/03/2019 07:15:00 PM	41.844252757	-87.724943845	THEFT
01/03/2019 03:00:00 PM	41.941524519	-87.639649996	DECEPTIVE PRACTICE
01/01/2019 06:45:00 PM	41.743994489	-87.710896809	BATTERY
01/03/2019 02:34:00 PM	41.950869627	-87.733886081	THEFT
01/01/2019 07:00:00 PM	41.807068409	-87.643915688	THEFT
01/02/2019 04:10:00 PM	41.821789385	-87.601875318	BATTERY
01/03/2019 12:30:00 AM	41.797595161	-87.739215034	THEFT
01/03/2019 06:30:00 AM	41.784333386	-87.709450821	OTHER OFFENSE
01/01/2019 07:00:00 PM	41.930939526	-87.790969264	OTHER OFFENSE
01/01/2019 05:20:00 PM	41.841103444	-87.626852618	BATTERY
01/01/2019 07:45:00 PM	41.881999218	-87.729473609	NARCOTICS
01/01/2019 03:00:00 AM	41.891851273	-87.710502796	BATTERY
01/02/2019 10:20:00 AM	41.781633427	-87.701993729	CRIMINAL DAMAGE
01/02/2019 10:18:00 AM	41.880384097	-87.754224166	OTHER OFFENSE
01/01/2019 05:00:00 AM	41.923140886	-87.724286851	BURGLARY
01/02/2019 06:15:00 PM	41.880715605	-87.726481891	ROBBERY
01/01/2019 12:11:00 AM	41.857068095	-87.657625201	CRIMINAL TRESPASS
01/01/2019 06:30:00 PM	41.751076035	-87.617344893	BATTERY
01/01/2019 11:30:00 AM	41.882210062	-87.76708982	CRIMINAL DAMAGE
01/03/2019 01:04:00 PM	41.876594484	-87.732887946	NARCOTICS
01/01/2019 07:00:00 PM	41.860109841	-87.706706787	NARCOTICS
01/03/2019 01:30:00 PM	41.745289225	-87.601377474	CRIMINAL DAMAGE
01/01/2019 09:00:00 AM	41.922575076	-87.773240665	THEFT
01/03/2019 09:00:00 PM	41.964124456	-87.768023372	THEFT
01/02/2019 02:00:00 PM	41.788786066	-87.622315729	MOTOR VEHICLE THEFT
01/02/2019 05:40:00 PM	41.909588772	-87.748894125	THEFT
01/01/2019 01:40:00 PM	41.991453716	-87.658258308	OTHER OFFENSE
01/02/2019 03:02:00 PM	41.722362598	-87.58382047	THEFT
01/03/2019 11:09:00 AM	41.872310189	-87.720323273	BATTERY
01/03/2019 10:24:00 PM	42.012659978	-87.673216573	BATTERY
01/01/2019 12:53:00 AM	41.875291694	-87.723650826	BATTERY
01/02/2019 01:00:00 PM	41.976955013	-87.678436261	OTHER OFFENSE
01/03/2019 12:00:00 PM	41.694701198	-87.681248916	DECEPTIVE PRACTICE
01/01/2019 07:00:00 PM	41.814275864	-87.726273093	THEFT
01/03/2019 07:00:00 AM	41.840294298	-87.707351539	OTHER OFFENSE
01/02/2019 02:45:00 AM	42.004907307	-87.660864505	BURGLARY
01/03/2019 09:00:00 AM	41.747189273	-87.697439191	OTHER OFFENSE
01/03/2019 12:43:00 PM	41.660785923	-87.635337485	WEAPONS VIOLATION
01/01/2019 09:23:00 PM	41.793750124	-87.632979957	INTERFERENCE WITH PUBLIC OFFICER
01/01/2019 11:07:00 PM	41.858283017	-87.723691271	BATTERY
01/01/2019 02:45:00 AM	41.751492287	-87.586596725	MOTOR VEHICLE THEFT
01/01/2019 01:03:00 AM	41.742776749	-87.556031642	WEAPONS VIOLATION
01/02/2019 12:32:00 PM	41.899410159	-87.624131266	THEFT
01/02/2019 09:00:00 PM	41.918943589	-87.780422659	OTHER OFFENSE
01/02/2019 07:30:00 PM	41.771011574	-87.591117661	BATTERY
01/01/2019 07:00:00 PM	41.886424591	-87.722520372	CRIMINAL DAMAGE
01/02/2019 12:30:00 PM	41.793345904	-87.7140647	BATTERY
01/03/2019 12:03:00 PM	41.775405729	-87.642693122	ASSAULT
01/01/2019 12:15:00 AM	41.874499513	-87.631981584	MOTOR VEHICLE THEFT
01/01/2019 09:51:00 AM	41.771821578	-87.651867009	BATTERY
01/02/2019 05:50:00 PM	41.712359904	-87.62009309	OTHER OFFENSE
01/01/2019 08:02:00 AM	41.972603395	-87.708595084	CRIMINAL DAMAGE
01/03/2019 02:15:00 AM	41.865122772	-87.694601501	BATTERY
01/03/2019 01:50:00 PM	41.872817885	-87.74498476	BATTERY
01/03/2019 06:00:00 AM	41.885496686	-87.657314707	THEFT
01/02/2019 05:15:00 PM	41.765681311	-87.676623188	BATTERY
01/03/2019 09:51:00 PM	41.963070794	-87.655984213	THEFT
01/03/2019 02:10:00 AM	41.989053775	-87.796814041	THEFT
01/01/2019 11:49:00 AM	41.951325864	-87.767551962	BURGLARY
01/03/2019 10:32:00 PM	41.938960279	-87.788519597	BATTERY
01/01/2019 09:30:00 AM	41.896319598	-87.718782453	CRIMINAL DAMAGE
01/03/2019 03:00:00 PM	42.010259327	-87.670923267	DECEPTIVE PRACTICE
01/01/2019 07:36:00 AM	41.684452919	-87.627664687	BATTERY
01/02/2019 02:00:00 AM	41.774269868	-87.729968262	THEFT
01/03/2019 12:15:00 PM	41.725803425	-87.662786572	THEFT
01/03/2019 03:22:00 PM	41.902987719	-87.690150445	ROBBERY
01/01/2019 10:08:00 AM	41.897158488	-87.617272858	KIDNAPPING
01/01/2019 03:05:00 AM	41.75917179	-87.653961733	ROBBERY
01/03/2019 06:40:00 PM	41.742710224	-87.634088181	THEFT
01/03/2019 01:10:00 PM	41.967453444	-87.719448745	CRIMINAL DAMAGE
01/03/2019 02:00:00 AM	41.780497404	-87.708036109	BATTERY
01/03/2019 03:00:00 PM	41.692587367	-87.622804979	THEFT
01/02/2019 08:53:00 AM	41.862038902	-87.709198958	NARCOTICS
01/01/2019 03:00:00 PM	41.695378339	-87.612228973	MOTOR VEHICLE THEFT
01/01/2019 11:30:00 PM	41.89819479	-87.726169508	WEAPONS VIOLATION
01/01/2019 11:10:00 PM	41.858283017	-87.723691271	CRIMINAL DAMAGE
01/03/2019 10:43:00 AM	41.879328725	-87.723179151	NARCOTICS
01/02/2019 02:37:00 PM	41.816795686	-87.687139688	WEAPONS VIOLATION
01/02/2019 01:35:00 AM	41.957050908	-87.749045235	BATTERY
01/03/2019 11:34:00 PM	41.799767262	-87.645978069	ROBBERY
01/02/2019 05:00:00 PM	41.940778195	-87.737395218	THEFT
01/03/2019 08:00:00 PM	41.934486722	-87.798341102	MOTOR VEHICLE THEFT
01/02/2019 06:28:00 PM	41.793531621	-87.675876913	CRIMINAL DAMAGE
01/03/2019 01:10:00 PM	41.884476226	-87.631310613	THEFT
01/02/2019 10:30:00 AM	41.941356327	-87.717464363	DECEPTIVE PRACTICE
01/02/2019 02:30:00 PM	41.779634626	-87.718515604	BURGLARY
01/03/2019 07:42:00 AM	41.722483183	-87.645670458	BURGLARY
01/03/2019 05:43:00 PM	41.933518504	-87.756500129	ASSAULT
01/02/2019 05:56:00 PM	41.810668881	-87.603920271	SEX OFFENSE
01/03/2019 03:00:00 PM	42.005049897	-87.688586291	BATTERY
01/02/2019 09:00:00 AM	41.874888456	-87.751725551	THEFT
01/03/2019 02:54:00 PM	41.817462342	-87.68759155	INTERFERENCE WITH PUBLIC OFFICER
01/02/2019 05:30:00 AM	41.88054314	-87.642983249	THEFT
01/01/2019 05:15:00 PM	41.799650635	-87.60392421	ASSAULT
01/01/2019 11:05:00 PM	41.805910561	-87.605257993	BATTERY
01/03/2019 10:00:00 PM	41.771222423	-87.735499305	BATTERY
01/01/2019 06:05:00 PM	41.768149831	-87.660267325	OTHER OFFENSE
01/02/2019 02:17:00 PM	41.873511168	-87.720649596	WEAPONS VIOLATION
01/03/2019 12:16:00 AM	41.862535492	-87.652193172	ROBBERY
01/03/2019 06:00:00 AM	41.885675573	-87.646761991	THEFT
01/01/2019 05:00:00 AM	41.902241355	-87.756274803	BURGLARY
01/03/2019 01:30:00 PM	41.96538061	-87.659110921	ASSAULT
01/02/2019 06:35:00 PM	41.746094138	-87.664543284	CRIMINAL DAMAGE
01/02/2019 06:00:00 AM	41.805249987	-87.724729794	MOTOR VEHICLE THEFT
01/03/2019 11:45:00 AM	41.994846917	-87.688571564	MOTOR VEHICLE THEFT
01/01/2019 10:00:00 AM	41.757481308	-87.557745407	OTHER OFFENSE
01/02/2019 10:30:00 PM	41.744041897	-87.599434894	BATTERY
01/01/2019 03:57:00 AM	41.769185486	-87.625732415	BATTERY
01/01/2019 03:24:00 AM	41.894366009	-87.716281564	WEAPONS VIOLATION
01/01/2019 02:55:00 PM	41.886341726	-87.755286791	DECEPTIVE PRACTICE
01/02/2019 02:05:00 PM	41.778620514	-87.725978877	CRIMINAL TRESPASS
01/01/2019 01:00:00 AM	41.916147051	-87.686373566	THEFT
01/01/2019 02:45:00 PM	41.706204287	-87.699685293	CRIMINAL DAMAGE
01/01/2019 03:05:00 PM	41.863924955	-87.706816383	NARCOTICS
01/03/2019 01:30:00 PM	41.713548023	-87.642982136	THEFT
01/01/2019 10:05:00 AM	41.77178664	-87.628339611	BATTERY
01/01/2019 01:24:00 PM	41.750799723	-87.575962453	CRIMINAL DAMAGE
01/02/2019 03:45:00 PM	41.746784577	-87.602624733	BATTERY
01/01/2019 01:24:00 PM	41.746220757	-87.578240589	CRIMINAL DAMAGE
01/01/2019 04:00:00 PM	41.873981228	-87.751946738	THEFT
01/03/2019 12:02:00 PM	41.937709178	-87.766466806	ROBBERY
01/01/2019 01:00:00 PM	41.870157672	-87.664099773	THEFT
01/03/2019 11:35:00 PM	41.910662034	-87.728803085	WEAPONS VIOLATION
01/03/2019 12:00:00 AM	41.917524418	-87.693186387	THEFT
01/01/2019 12:15:00 AM	41.873330646	-87.725409853	CRIMINAL DAMAGE
01/01/2019 12:05:00 AM	41.742968219	-87.6084099	CRIMINAL DAMAGE
01/02/2019 08:30:00 PM	41.711714647	-87.642954141	NARCOTICS
01/01/2019 12:02:00 AM	41.84636092	-87.703163469	CRIMINAL DAMAGE
01/03/2019 04:00:00 PM	41.942704264	-87.656618847	THEFT
01/02/2019 01:40:00 PM	41.866215538	-87.721930788	CRIMINAL TRESPASS
01/02/2019 06:05:00 PM	41.905481311	-87.736221102	ASSAULT
01/01/2019 02:43:00 PM	41.891694878	-87.626155832	DECEPTIVE PRACTICE
01/03/2019 05:58:00 AM	41.769916749	-87.663954978	BURGLARY
01/03/2019 06:15:00 PM	41.892816145	-87.624193198	THEFT
01/02/2019 10:00:00 AM	41.895728248	-87.759356311	DECEPTIVE PRACTICE
01/01/2019 02:00:00 AM	41.911359309	-87.753867114	BATTERY
01/02/2019 07:00:00 PM	41.750687786	-87.719041101	THEFT
01/01/2019 02:56:00 PM	41.916346321	-87.686672835	THEFT
01/02/2019 02:30:00 PM	41.901378797	-87.716515262	BATTERY
01/03/2019 03:45:00 PM	41.802071067	-87.618325203	ASSAULT
01/01/2019 05:27:00 PM	41.7505606	-87.649409369	BATTERY
01/02/2019 08:17:00 PM	41.739265865	-87.604893749	THEFT
01/01/2019 01:50:00 AM	41.901623089	-87.734673845	CRIMINAL DAMAGE
01/01/2019 03:30:00 AM	41.884961159	-87.654455905	THEFT
01/02/2019 01:30:00 PM	41.795380992	-87.665835417	MOTOR VEHICLE THEFT
01/03/2019 05:00:00 PM	41.795284878	-87.580169674	THEFT
01/02/2019 03:15:00 PM	41.930708747	-87.710848904	BATTERY
01/01/2019 02:00:00 AM	41.746861656	-87.688878512	THEFT
01/03/2019 03:00:00 PM	41.989071695	-87.718829104	ASSAULT
01/03/2019 09:55:00 AM	41.809297059	-87.591967028	CRIMINAL TRESPASS
01/01/2019 04:11:00 PM	41.776350853	-87.689664892	INTERFERENCE WITH PUBLIC OFFICER
01/02/2019 02:00:00 PM	41.764918291	-87.585891235	THEFT
01/02/2019 08:00:00 PM	41.885964174	-87.65098219	THEFT
01/02/2019 04:20:00 PM	41.827417807	-87.621077553	BATTERY
01/03/2019 08:28:00 AM	41.764373164	-87.572247332	CRIMINAL DAMAGE
01/03/2019 04:12:00 PM	41.917407385	-87.70579017	THEFT
01/03/2019 06:45:00 PM	41.877078298	-87.726259269	NARCOTICS
01/03/2019 08:00:00 AM	41.761484638	-87.55806373	BURGLARY
01/02/2019 10:49:00 PM	41.762401555	-87.576218227	OTHER OFFENSE
01/02/2019 05:05:00 PM	42.014916096	-87.670904385	THEFT
01/02/2019 02:30:00 PM	41.981040824	-87.840291518	BATTERY
01/01/2019 10:44:00 AM	41.751928332	-87.644077264	INTERFERENCE WITH PUBLIC OFFICER
01/03/2019 09:49:00 PM	41.969078356	-87.713384149	ASSAULT
01/01/2019 02:00:00 AM	1172831.0	1922482.0	DECEPTIVE PRACTICE
01/02/2019 06:00:00 PM	41.920727651	-87.648598361	THEFT
01/03/2019 05:12:00 PM	41.902217415	-87.758614952	ROBBERY
01/01/2019 10:31:00 PM	41.78234826	-87.703233331	BATTERY
01/03/2019 10:58:00 PM	41.8898791	-87.667625375	NARCOTICS
01/03/2019 07:55:00 AM	41.892268747	-87.767853077	ROBBERY
01/01/2019 03:25:00 PM	41.849148205	-87.699014342	OTHER OFFENSE
01/02/2019 12:45:00 AM	41.756271144	-87.565108328	BATTERY
01/03/2019 05:15:00 PM	41.885888079	-87.627942238	THEFT
01/01/2019 08:00:00 AM	42.010171918	-87.67576648	CRIMINAL DAMAGE
01/03/2019 02:50:00 PM	41.810768138	-87.684507864	THEFT
01/01/2019 08:45:00 PM	41.770117794	-87.628288234	MOTOR VEHICLE THEFT
01/01/2019 07:07:00 AM	41.697154372	-87.641315669	BATTERY
01/01/2019 03:00:00 AM	41.754069664	-87.593031717	BATTERY
01/02/2019 11:18:00 PM	41.891980832	-87.753046975	WEAPONS VIOLATION
01/03/2019 06:31:00 PM	41.746710486	-87.602625573	CRIMINAL DAMAGE
01/03/2019 06:30:00 AM	41.720634106	-87.568888239	SEX OFFENSE
01/01/2019 12:08:00 AM	41.855015591	-87.668948752	WEAPONS VIOLATION
01/03/2019 12:01:00 AM	41.771914807	-87.687484033	OTHER OFFENSE
01/01/2019 01:45:00 AM	41.906977365	-87.719135778	CRIMINAL DAMAGE
01/02/2019 05:33:00 PM	1167484.0	1929892.0	DECEPTIVE PRACTICE
01/02/2019 10:30:00 AM	41.865393661	-87.722709581	NARCOTICS
01/01/2019 09:26:00 AM	41.963118887	-87.69158301	WEAPONS VIOLATION
01/02/2019 11:48:00 AM	41.759874722	-87.563925466	OTHER OFFENSE
01/01/2019 11:30:00 PM	41.763935202	-87.690566076	BATTERY
01/01/2019 12:37:00 PM	41.756906454	-87.555523979	OTHER OFFENSE
01/02/2019 06:30:00 PM	41.754414689	-87.574824148	CRIMINAL DAMAGE
01/03/2019 10:00:00 PM	41.749653225	-87.668277264	THEFT
01/02/2019 10:57:00 AM	41.890517834	-87.763395178	BATTERY
01/03/2019 03:00:00 PM	41.79798374	-87.723294914	CRIMINAL DAMAGE
01/02/2019 03:30:00 PM	41.851423473	-87.732756365	BURGLARY
01/03/2019 12:30:00 PM	41.884521087	-87.622099893	THEFT
01/02/2019 09:30:00 PM	41.88200224	-87.662286977	CRIMINAL DAMAGE
01/02/2019 08:08:00 AM	41.884650262	-87.627915459	THEFT
01/02/2019 05:30:00 PM	41.740730145	-87.69860949	BATTERY
01/03/2019 06:00:00 PM	41.875709834	-87.758433911	ROBBERY
01/01/2019 05:23:00 PM	41.884493832	-87.627021129	THEFT
01/01/2019 05:34:00 PM	41.896011332	-87.634185138	THEFT
01/02/2019 01:30:00 PM	41.870549663	-87.717997647	MOTOR VEHICLE THEFT
01/02/2019 04:03:00 AM	41.881776037	-87.748387499	ASSAULT
01/01/2019 03:15:00 PM	41.921607608	-87.665208575	CRIMINAL DAMAGE
01/01/2019 08:13:00 PM	41.861517395	-87.662453482	OTHER OFFENSE
01/03/2019 01:18:00 PM	41.88413455	-87.632430739	THEFT
01/01/2019 01:03:00 PM	41.891694878	-87.626155832	THEFT
01/02/2019 07:00:00 PM	41.711993126	-87.611457304	THEFT
01/01/2019 09:30:00 PM	41.793750191	-87.65820265	PUBLIC PEACE VIOLATION
01/02/2019 08:15:00 AM	41.745881979	-87.597079699	BURGLARY
01/01/2019 05:00:00 AM	41.786674708	-87.643760216	BATTERY
01/01/2019 02:00:00 AM	41.893240902	-87.630344179	DECEPTIVE PRACTICE
01/02/2019 08:30:00 PM	41.977693173	-87.690079632	CRIMINAL TRESPASS
01/01/2019 02:04:00 PM	41.902866042	-87.758263836	BATTERY
01/03/2019 07:00:00 PM	41.909067955	-87.67114755	THEFT
01/01/2019 08:45:00 PM	41.679774304	-87.629084896	WEAPONS VIOLATION
01/02/2019 05:30:00 AM	41.780687447	-87.666673443	THEFT
01/01/2019 03:30:00 AM	41.751492287	-87.586596725	MOTOR VEHICLE THEFT
01/03/2019 02:50:00 PM	41.779220641	-87.649632877	ASSAULT
01/01/2019 07:19:00 PM	41.818826451	-87.684705341	OTHER OFFENSE
01/01/2019 08:54:00 AM	41.87225986	-87.703415828	ASSAULT
01/03/2019 07:30:00 PM	41.893684908	-87.710591495	THEFT
01/01/2019 11:00:00 AM	41.77598635	-87.614321957	CRIMINAL DAMAGE
01/02/2019 04:15:00 PM	41.854649511	-87.705335883	ROBBERY
01/03/2019 06:00:00 PM	41.771765065	-87.613793555	MOTOR VEHICLE THEFT
01/03/2019 05:00:00 PM	41.88280784	-87.704751756	CRIMINAL TRESPASS
01/02/2019 08:40:00 PM	41.653736078	-87.595418563	BATTERY
01/01/2019 06:44:00 AM	41.761077973	-87.634559553	BATTERY
01/03/2019 10:00:00 AM	41.892249897	-87.678082891	THEFT
01/02/2019 11:39:00 PM	41.771685848	-87.702083952	BATTERY
01/03/2019 01:00:00 PM	41.880298781	-87.760742929	OTHER OFFENSE
01/01/2019 06:10:00 AM	42.022062685	-87.67484904	CRIMINAL DAMAGE
01/01/2019 06:39:00 PM	42.006000524	-87.661040637	OTHER OFFENSE
01/01/2019 01:59:00 AM	41.972535923	-87.709812963	NARCOTICS
01/02/2019 01:00:00 PM	41.765361553	-87.601889808	CRIMINAL TRESPASS
01/03/2019 09:25:00 AM	41.85517813	-87.659634595	CRIMINAL DAMAGE
01/03/2019 12:52:00 AM	41.96471894	-87.781350752	ASSAULT
01/02/2019 10:36:00 PM	41.771435298	-87.718634232	ASSAULT
01/03/2019 12:05:00 AM	41.794893197	-87.630521478	CRIMINAL DAMAGE
01/02/2019 08:45:00 AM	41.937350883	-87.663739514	BURGLARY
01/03/2019 02:00:00 PM	41.950173229	-87.645404919	THEFT
01/03/2019 05:00:00 AM	41.768862642	-87.5763732	THEFT
01/03/2019 09:30:00 AM	41.89339256	-87.646334103	THEFT
01/03/2019 05:34:00 PM	41.799039408	-87.599731909	THEFT
01/01/2019 01:26:00 AM	41.899593359	-87.721329659	CRIMINAL DAMAGE
01/02/2019 03:00:00 PM	41.847466638	-87.705127199	BURGLARY
01/02/2019 08:10:00 AM	41.691653719	-87.641147626	BATTERY
01/01/2019 04:20:00 AM	41.769439636	-87.684594571	BATTERY
01/01/2019 06:21:00 AM	42.019399237	-87.675049485	THEFT
01/01/2019 09:00:00 AM	41.874343989	-87.726582558	BURGLARY
01/03/2019 06:20:00 PM	41.955116333	-87.656153005	THEFT
01/02/2019 03:15:00 PM	41.914535552	-87.677553715	THEFT
01/01/2019 07:20:00 PM	41.742191709	-87.557581331	BATTERY
01/02/2019 03:30:00 PM	41.871530533	-87.744926805	THEFT
01/03/2019 02:37:00 PM	41.802908524	-87.62104831	HOMICIDE
01/03/2019 02:37:00 PM	41.802908524	-87.62104831	HOMICIDE
01/01/2019 02:01:00 AM	41.798734503	-87.651350902	WEAPONS VIOLATION
01/02/2019 03:00:00 PM	41.770318159	-87.628293372	CRIMINAL DAMAGE
01/03/2019 06:00:00 PM	41.906264681	-87.72755514	CRIMINAL DAMAGE
01/02/2019 04:28:00 PM	41.88171846	-87.627760426	THEFT
01/02/2019 07:45:00 PM	41.735752519	-87.625429032	THEFT
01/01/2019 03:45:00 AM	41.780729355	-87.764273079	BATTERY
01/03/2019 12:28:00 AM	41.890870372	-87.717402331	NARCOTICS
01/03/2019 10:00:00 AM	41.927101339	-87.680438363	MOTOR VEHICLE THEFT
01/01/2019 02:00:00 PM	41.685452938	-87.610179827	THEFT
01/03/2019 08:00:00 PM	41.803032525	-87.752815958	THEFT
01/02/2019 01:55:00 PM	41.897601664	-87.622792233	OTHER OFFENSE
01/01/2019 01:05:00 AM	41.740760078	-87.739101656	CRIMINAL DAMAGE
01/02/2019 12:13:00 PM	41.876194627	-87.724182009	NARCOTICS
01/02/2019 05:40:00 PM	41.933855382	-87.645738334	THEFT
01/01/2019 12:30:00 AM	41.69316445	-87.651009982	OTHER OFFENSE
01/03/2019 05:00:00 AM	41.818659257	-87.632418797	CRIMINAL DAMAGE
01/03/2019 03:00:00 PM	41.831442548	-87.646123643	BATTERY
01/03/2019 09:46:00 PM	41.796913234	-87.646441312	ROBBERY
01/01/2019 05:50:00 PM	41.891027289	-87.618942642	THEFT
01/03/2019 12:10:00 AM	41.667103595	-87.623271912	THEFT
01/02/2019 05:50:00 AM	41.867907932	-87.731126198	ASSAULT
01/02/2019 12:00:00 AM	41.936123694	-87.776135888	BURGLARY
01/01/2019 02:30:00 AM	41.738914367	-87.644916273	ASSAULT
01/02/2019 12:00:00 AM	41.76638357	-87.649296327	THEFT
01/03/2019 07:35:00 PM	41.883500187	-87.627876698	THEFT
01/03/2019 10:20:00 AM	41.91004708	-87.632220812	DECEPTIVE PRACTICE
01/03/2019 07:48:00 PM	41.777709298	-87.615563898	BATTERY
01/01/2019 07:30:00 AM	41.752136838	-87.666386251	CRIMINAL DAMAGE
01/01/2019 11:30:00 PM	41.846287649	-87.70783263	MOTOR VEHICLE THEFT
01/01/2019 12:30:00 PM	41.905710885	-87.663897577	THEFT
01/03/2019 08:56:00 AM	41.865895625	-87.706870569	NARCOTICS
01/03/2019 05:51:00 PM	41.910249682	-87.693718305	CRIMINAL TRESPASS
01/01/2019 12:20:00 AM	41.749429163	-87.560132729	CRIMINAL DAMAGE
01/01/2019 05:00:00 PM	41.961986699	-87.716835548	BURGLARY
01/03/2019 07:22:00 AM	41.945238279	-87.712670479	INTIMIDATION
01/02/2019 03:33:00 PM	41.719852575	-87.597138803	NARCOTICS
01/01/2019 05:30:00 PM	41.783292134	-87.651305575	BATTERY
01/02/2019 12:01:00 AM	41.930861708	-87.797188041	DECEPTIVE PRACTICE
01/03/2019 05:15:00 AM	41.768986733	-87.571481648	BURGLARY
01/03/2019 08:40:00 PM	41.767995828	-87.574766825	ASSAULT
01/01/2019 04:53:00 PM	41.764451441	-87.638298399	NARCOTICS
